Retailer,Adidas Sales Database Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Total Sales,Operating Profit,Operating Margin,Sales Method,Units Sold Cleaned,Total Sales norm,Operating Profit norm,State - City,State_grouped,Month
Walmart,"1128299,00",2021-10-17,Southeast,Florida,Orlando,Women's Apparel,"65,00","6,80","3,90","0,58",Online,"0,10","0,02","0,02",Florida - Orlando,Florida,October
Walmart,"1128299,00",2021-11-17,Southeast,Florida,Orlando,Men's Street Footwear,"52,00","8,80","3,50","0,40",Online,"0,17","0,02","0,02",Florida - Orlando,Florida,November
Walmart,"1128299,00",2021-11-17,Southeast,Florida,Orlando,Men's Athletic Footwear,"54,00","9,40","3,60","0,38",Online,"0,17","0,02","0,02",Florida - Orlando,Florida,November
Walmart,"1128299,00",2021-11-17,Southeast,Florida,Orlando,Women's Street Footwear,"53,00","7,80","3,20","0,41",Online,"0,15","0,02","0,02",Florida - Orlando,Florida,November
Walmart,"1128299,00",2021-11-17,Southeast,Florida,Orlando,Women's Athletic Footwear,"64,00","9,60","4,10","0,43",Online,"0,15","0,02","0,03",Florida - Orlando,Florida,November
Walmart,"1128299,00",2021-11-17,Southeast,Florida,Orlando,Men's Apparel,"77,00","9,50","2,90","0,30",Online,"0,12","0,02","0,02",Florida - Orlando,Florida,November
Walmart,"1128299,00",2021-12-16,Southeast,Florida,Orlando,Men's Street Footwear,"72,00","15,60","6,20","0,40",Online,"0,22","0,04","0,04",Florida - Orlando,Florida,December
Walmart,"1128299,00",2021-12-16,Southeast,Florida,Orlando,Men's Athletic Footwear,"82,00","16,40","5,70","0,35",Online,"0,20","0,04","0,04",Florida - Orlando,Florida,December
West Gear,"1128299,00",2021-12-16,Southeast,Florida,Orlando,Women's Street Footwear,"75,00","13,00","5,20","0,40",Online,"0,17","0,03","0,03",Florida - Orlando,Florida,December
West Gear,"1128299,00",2021-12-16,Southeast,Florida,Orlando,Women's Athletic Footwear,"78,00","14,00","5,80","0,41",Online,"0,18","0,04","0,04",Florida - Orlando,Florida,December
West Gear,"1185732,00",2021-01-12,Southeast,Florida,Orlando,Men's Street Footwear,"41,00","10,50","5,80","0,55",Online,"0,26","0,03","0,04",Florida - Orlando,Florida,January
West Gear,"1185732,00",2021-01-12,Southeast,Florida,Orlando,Men's Athletic Footwear,"44,00","8,30","3,90","0,47",Online,"0,19","0,02","0,02",Florida - Orlando,Florida,January
West Gear,"1185732,00",2021-01-12,Southeast,Florida,Orlando,Women's Street Footwear,"32,00","5,40","2,10","0,38",Online,"0,17","0,01","0,01",Florida - Orlando,Florida,January
West Gear,"1185732,00",2021-01-12,Southeast,Florida,Orlando,Women's Athletic Footwear,"37,00","5,40","2,20","0,41",Online,"0,15","0,01","0,01",Florida - Orlando,Florida,January
West Gear,"1185732,00",2021-01-12,Southeast,Florida,Orlando,Men's Apparel,"51,00","8,40","3,80","0,45",Online,"0,16","0,02","0,02",Florida - Orlando,Florida,January
West Gear,"1185732,00",2021-01-12,Southeast,Florida,Orlando,Women's Apparel,"44,00","7,70","5,00","0,65",Online,"0,18","0,02","0,03",Florida - Orlando,Florida,January
West Gear,"1185732,00",2021-02-10,Southeast,Florida,Orlando,Men's Street Footwear,"44,00","10,30","5,70","0,55",Online,"0,23","0,03","0,04",Florida - Orlando,Florida,February
West Gear,"1185732,00",2021-02-10,Southeast,Florida,Orlando,Men's Athletic Footwear,"42,00","5,80","2,80","0,49",Online,"0,14","0,01","0,02",Florida - Orlando,Florida,February
West Gear,"1185732,00",2021-02-10,Southeast,Florida,Orlando,Women's Street Footwear,"33,00","5,70","2,10","0,37",Online,"0,17","0,01","0,01",Florida - Orlando,Florida,February
West Gear,"1185732,00",2021-02-10,Northeast,New York,Albany,Women's Athletic Footwear,"37,00","4,90","2,10","0,42",Online,"0,13","0,01","0,01",New York - Albany,New York,February
West Gear,"1185732,00",2021-02-10,Northeast,New York,Albany,Men's Apparel,"50,00","7,70","3,50","0,46",Online,"0,15","0,02","0,02",New York - Albany,New York,February
West Gear,"1185732,00",2021-02-10,Northeast,New York,Albany,Women's Apparel,"42,00","7,60","4,90","0,64",Online,"0,18","0,02","0,03",New York - Albany,New York,February
West Gear,"1185732,00",2021-03-08,Northeast,New York,Albany,Men's Street Footwear,"44,00","11,10","6,50","0,59",Online,"0,25","0,03","0,04",New York - Albany,New York,March
West Gear,"1185732,00",2021-03-08,Northeast,New York,Albany,Men's Athletic Footwear,"44,00","7,30","3,30","0,46",Online,"0,17","0,02","0,02",New York - Albany,New York,March
West Gear,"1185732,00",2021-03-08,Northeast,New York,Albany,Women's Street Footwear,"33,00","5,30","1,90","0,36",Online,"0,16","0,01","0,01",New York - Albany,New York,March
West Gear,"1185732,00",2021-03-08,Northeast,New York,Albany,Women's Athletic Footwear,"39,00","4,10","1,70","0,41",Online,"0,11","0,01","0,01",New York - Albany,New York,March
West Gear,"1185732,00",2021-03-08,Northeast,New York,Albany,Men's Apparel,"51,00","6,80","3,30","0,49",Online,"0,13","0,02","0,02",New York - Albany,New York,March
West Gear,"1185732,00",2021-03-08,Northeast,New York,Albany,Women's Apparel,"43,00","6,90","4,20","0,60",Online,"0,16","0,02","0,03",New York - Albany,New York,March
West Gear,"1185732,00",2021-04-09,Northeast,New York,Albany,Men's Street Footwear,"42,00","10,40","5,80","0,56",Online,"0,25","0,03","0,04",New York - Albany,New York,April
West Gear,"1185732,00",2021-04-09,Northeast,New York,Albany,Men's Athletic Footwear,"43,00","6,30","2,80","0,45",Online,"0,15","0,02","0,02",New York - Albany,New York,April
West Gear,"1185732,00",2021-04-09,Northeast,New York,Albany,Women's Street Footwear,"34,00","5,20","1,90","0,36",Online,"0,15","0,01","0,01",New York - Albany,New York,April
West Gear,"1185732,00",2021-04-09,Northeast,New York,Albany,Women's Athletic Footwear,"37,00","5,00","2,00","0,41",Online,"0,14","0,01","0,01",New York - Albany,New York,April
West Gear,"1185732,00",2021-04-09,Northeast,New York,Albany,Men's Apparel,"50,00","6,20","2,90","0,47",Online,"0,12","0,02","0,02",New York - Albany,New York,April
West Gear,"1185732,00",2021-04-09,Northeast,New York,Albany,Women's Apparel,"41,00","6,40","4,20","0,65",Online,"0,16","0,02","0,03",New York - Albany,New York,April
West Gear,"1185732,00",2021-05-08,Northeast,New York,Albany,Men's Street Footwear,"50,00","13,00","7,80","0,60",Online,"0,26","0,03","0,05",New York - Albany,New York,May
West Gear,"1185732,00",2021-05-08,Northeast,New York,Albany,Men's Athletic Footwear,"53,00","8,50","4,00","0,47",Online,"0,16","0,02","0,02",New York - Albany,New York,May
West Gear,"1185732,00",2021-05-08,Northeast,New York,Albany,Women's Street Footwear,"49,00","7,80","2,80","0,36",Online,"0,16","0,02","0,02",New York - Albany,New York,May
West Gear,"1185732,00",2021-05-08,Northeast,New York,Albany,Women's Athletic Footwear,"47,00","6,10","2,40","0,40",Online,"0,13","0,02","0,01",New York - Albany,New York,May
West Gear,"1185732,00",2021-05-08,Northeast,New York,Albany,Men's Apparel,"56,00","7,70","3,80","0,49",Online,"0,14","0,02","0,02",New York - Albany,New York,May
West Gear,"1185732,00",2021-05-08,Northeast,New York,Albany,Women's Apparel,"59,00","10,00","6,30","0,63",Online,"0,17","0,03","0,04",New York - Albany,New York,May
West Gear,"1185732,00",2021-06-10,Northeast,New York,Albany,Men's Street Footwear,"59,00","15,50","8,70","0,56",Online,"0,26","0,04","0,05",New York - Albany,New York,June
West Gear,"1185732,00",2021-06-10,Northeast,New York,Albany,Men's Athletic Footwear,"54,00","9,40","4,50","0,48",Online,"0,17","0,02","0,03",New York - Albany,New York,June
West Gear,"1185732,00",2021-06-10,Northeast,New York,Albany,Women's Street Footwear,"48,00","7,20","2,70","0,38",Online,"0,15","0,02","0,02",New York - Albany,New York,June
West Gear,"1185732,00",2021-06-10,Northeast,New York,Albany,Women's Athletic Footwear,"49,00","7,10","2,90","0,41",Online,"0,14","0,02","0,02",New York - Albany,New York,June
West Gear,"1185732,00",2021-06-10,Northeast,New York,Albany,Men's Apparel,"62,00","9,30","4,60","0,49",Online,"0,15","0,02","0,03",New York - Albany,New York,June
West Gear,"1185732,00",2021-06-10,Northeast,New York,Albany,Women's Apparel,"69,00","12,50","7,70","0,62",Online,"0,18","0,03","0,05",New York - Albany,New York,June
West Gear,"1185732,00",2021-07-08,Northeast,New York,Albany,Men's Street Footwear,"59,00","14,60","8,00","0,55",Online,"0,25","0,04","0,05",New York - Albany,New York,July
West Gear,"1185732,00",2021-07-08,Northeast,New York,Albany,Men's Athletic Footwear,"56,00","11,00","4,90","0,45",Online,"0,20","0,03","0,03",New York - Albany,New York,July
West Gear,"1185732,00",2021-07-08,Northeast,New York,Albany,Women's Street Footwear,"51,00","8,60","3,00","0,35",Online,"0,17","0,02","0,02",New York - Albany,New York,July
West Gear,"1185732,00",2021-07-08,Northeast,New York,Albany,Women's Athletic Footwear,"53,00","8,00","3,40","0,43",Online,"0,15","0,02","0,02",New York - Albany,New York,July
West Gear,"1185732,00",2021-07-08,Northeast,New York,Albany,Men's Apparel,"62,00","10,40","4,80","0,46",Online,"0,17","0,03","0,03",New York - Albany,New York,July
West Gear,"1185732,00",2021-07-08,Northeast,New York,Albany,Women's Apparel,"66,00","12,80","8,30","0,65",Online,"0,19","0,03","0,05",New York - Albany,New York,July
West Gear,"1185732,00",2021-08-09,Northeast,New York,Albany,Men's Street Footwear,"62,00","15,50","8,70","0,56",Online,"0,25","0,04","0,05",New York - Albany,New York,August
West Gear,"1185732,00",2021-08-09,Northeast,New York,Albany,Men's Athletic Footwear,"55,00","11,60","5,20","0,45",Online,"0,21","0,03","0,03",New York - Albany,New York,August
West Gear,"1185732,00",2021-08-09,Northeast,New York,Albany,Women's Street Footwear,"51,00","9,60","3,50","0,36",Online,"0,19","0,02","0,02",New York - Albany,New York,August
West Gear,"1185732,00",2021-08-09,Northeast,New York,Albany,Women's Athletic Footwear,"41,00","6,20","2,50","0,40",Online,"0,15","0,02","0,02",New York - Albany,New York,August
West Gear,"1185732,00",2021-08-09,Northeast,New York,Albany,Men's Apparel,"52,00","7,70","3,70","0,48",Online,"0,15","0,02","0,02",New York - Albany,New York,August
West Gear,"1185732,00",2021-08-09,Northeast,New York,Albany,Women's Apparel,"55,00","12,00","7,20","0,60",Online,"0,22","0,03","0,04",New York - Albany,New York,August
West Gear,"1185732,00",2021-09-08,Northeast,New York,Albany,Men's Street Footwear,"50,00","11,90","7,00","0,59",Online,"0,24","0,03","0,04",New York - Albany,New York,September
West Gear,"1185732,00",2021-09-08,Northeast,New York,Albany,Men's Athletic Footwear,"48,00","7,80","3,50","0,45",Online,"0,16","0,02","0,02",New York - Albany,New York,September
West Gear,"1185732,00",2021-09-08,Northeast,New York,Albany,Women's Street Footwear,"41,00","5,70","2,00","0,35",Online,"0,14","0,01","0,01",New York - Albany,New York,September
West Gear,"1185732,00",2021-09-08,Northeast,New York,Albany,Women's Athletic Footwear,"44,00","6,00","2,50","0,41",Online,"0,14","0,02","0,02",New York - Albany,New York,September
West Gear,"1185732,00",2021-09-08,Northeast,New York,Albany,Men's Apparel,"51,00","6,70","3,20","0,48",Online,"0,13","0,02","0,02",New York - Albany,New York,September
West Gear,"1185732,00",2021-09-08,Northeast,New York,Albany,Women's Apparel,"59,00","9,20","5,50","0,60",Online,"0,16","0,02","0,03",New York - Albany,New York,September
West Gear,"1185732,00",2021-10-10,Northeast,New York,Albany,Men's Street Footwear,"57,00","11,90","6,80","0,57",Online,"0,21","0,03","0,04",New York - Albany,New York,October
West Gear,"1185732,00",2021-10-10,Northeast,New York,Albany,Men's Athletic Footwear,"46,00","7,20","3,30","0,46",Online,"0,16","0,02","0,02",New York - Albany,New York,October
West Gear,"1185732,00",2021-10-10,Northeast,New York,Albany,Women's Street Footwear,"46,00","6,30","2,50","0,40",Online,"0,14","0,02","0,02",New York - Albany,New York,October
West Gear,"1185732,00",2021-10-10,Northeast,New York,Albany,Women's Athletic Footwear,"45,00","6,10","2,50","0,41",Online,"0,14","0,02","0,02",New York - Albany,New York,October
West Gear,"1185732,00",2021-10-10,Northeast,New York,Albany,Men's Apparel,"59,00","8,80","4,20","0,47",Online,"0,15","0,02","0,03",New York - Albany,New York,October
West Gear,"1185732,00",2021-10-10,Northeast,New York,Albany,Women's Apparel,"64,00","10,00","6,20","0,62",Online,"0,16","0,03","0,04",New York - Albany,New York,October
West Gear,"1185732,00",2021-11-09,Northeast,New York,Albany,Men's Street Footwear,"56,00","12,20","6,70","0,55",Online,"0,22","0,03","0,04",New York - Albany,New York,November
West Gear,"1185732,00",2021-11-09,Northeast,New York,Albany,Men's Athletic Footwear,"49,00","7,90","3,90","0,49",Online,"0,16","0,02","0,02",New York - Albany,New York,November
West Gear,"1185732,00",2021-11-09,Northeast,New York,Albany,Women's Street Footwear,"45,00","6,60","2,40","0,36",Online,"0,15","0,02","0,01",New York - Albany,New York,November
West Gear,"1185732,00",2021-11-09,Northeast,New York,Albany,Women's Athletic Footwear,"47,00","6,80","2,70","0,40",Online,"0,14","0,02","0,02",New York - Albany,New York,November
West Gear,"1185732,00",2021-11-09,Northeast,New York,Albany,Men's Apparel,"62,00","9,50","4,30","0,45",Online,"0,15","0,02","0,03",New York - Albany,New York,November
West Gear,"1185732,00",2021-11-09,Northeast,New York,Albany,Women's Apparel,"68,00","12,00","7,70","0,64",Online,"0,18","0,03","0,05",New York - Albany,New York,November
West Gear,"1185732,00",2021-12-08,Northeast,New York,Albany,Men's Street Footwear,"59,00","14,50","8,40","0,58",Online,"0,25","0,04","0,05",New York - Albany,New York,December
West Gear,"1185732,00",2021-12-08,Northeast,New York,Albany,Men's Athletic Footwear,"51,00","8,60","4,30","0,50",Online,"0,17","0,02","0,03",New York - Albany,New York,December
Kohl's,"1185732,00",2021-12-08,Northeast,New York,Albany,Women's Street Footwear,"52,00","8,50","3,30","0,39",Online,"0,16","0,02","0,02",New York - Albany,New York,December
Kohl's,"1185732,00",2021-12-08,Northeast,New York,Albany,Women's Athletic Footwear,"54,00","8,40","3,40","0,41",Online,"0,16","0,02","0,02",New York - Albany,New York,December
Kohl's,"1185732,00",2021-12-08,Northeast,New York,Albany,Men's Apparel,"60,00","9,30","4,30","0,46",Online,"0,16","0,02","0,03",New York - Albany,New York,December
Kohl's,"1185732,00",2021-12-08,Northeast,New York,Albany,Women's Apparel,"69,00","12,60","8,00","0,64",Online,"0,18","0,03","0,05",New York - Albany,New York,December
Kohl's,"1185732,00",2021-01-14,Northeast,New York,Albany,Men's Street Footwear,"39,00","8,40","5,30","0,63",Online,"0,22","0,02","0,03",New York - Albany,New York,January
Kohl's,"1185732,00",2021-01-14,Northeast,New York,Albany,Men's Athletic Footwear,"39,00","6,10","2,70","0,45",Online,"0,16","0,02","0,02",New York - Albany,New York,January
Kohl's,"1185732,00",2021-01-14,Northeast,New York,Albany,Women's Street Footwear,"29,00","4,90","2,30","0,48",Online,"0,17","0,01","0,01",New York - Albany,New York,January
Kohl's,"1185732,00",2021-01-14,Northeast,New York,Albany,Women's Athletic Footwear,"34,00","4,50","2,10","0,47",Online,"0,13","0,01","0,01",New York - Albany,New York,January
Kohl's,"1185732,00",2021-01-14,Northeast,New York,Albany,Men's Apparel,"49,00","7,10","3,20","0,45",Online,"0,14","0,02","0,02",New York - Albany,New York,January
Kohl's,"1185732,00",2021-01-14,Northeast,New York,Albany,Women's Apparel,"38,00","5,90","2,40","0,40",Online,"0,16","0,01","0,01",New York - Albany,New York,January
Kohl's,"1185732,00",2021-02-12,Northeast,New York,Albany,Men's Street Footwear,"37,00","8,80","5,40","0,61",Online,"0,24","0,02","0,03",New York - Albany,New York,February
Kohl's,"1185732,00",2021-02-12,Northeast,New York,Albany,Men's Athletic Footwear,"37,00","5,40","2,20","0,41",Online,"0,15","0,01","0,01",New York - Albany,New York,February
Kohl's,"1185732,00",2021-02-12,Northeast,New York,Albany,Women's Street Footwear,"29,00","4,10","2,00","0,49",Online,"0,14","0,01","0,01",New York - Albany,New York,February
Kohl's,"1185732,00",2021-02-12,West,Wyoming,Cheyenne,Women's Athletic Footwear,"32,00","3,90","1,90","0,48",Online,"0,12","0,01","0,01",Wyoming - Cheyenne,Otros,February
Kohl's,"1185732,00",2021-02-12,West,Wyoming,Cheyenne,Men's Apparel,"47,00","6,80","2,80","0,41",Online,"0,14","0,02","0,02",Wyoming - Cheyenne,Otros,February
Kohl's,"1185732,00",2021-02-12,West,Wyoming,Cheyenne,Women's Apparel,"38,00","6,60","2,60","0,39",Online,"0,17","0,02","0,02",Wyoming - Cheyenne,Otros,February
Kohl's,"1185732,00",2021-03-10,West,Wyoming,Cheyenne,Men's Street Footwear,"38,00","9,30","5,60","0,60",Online,"0,24","0,02","0,03",Wyoming - Cheyenne,Otros,March
Kohl's,"1185732,00",2021-03-10,West,Wyoming,Cheyenne,Men's Athletic Footwear,"37,00","4,80","2,10","0,44",Online,"0,13","0,01","0,01",Wyoming - Cheyenne,Otros,March
Kohl's,"1185732,00",2021-03-10,West,Wyoming,Cheyenne,Women's Street Footwear,"27,00","4,00","1,80","0,45",Online,"0,15","0,01","0,01",Wyoming - Cheyenne,Otros,March
Kohl's,"1185732,00",2021-03-10,West,Wyoming,Cheyenne,Women's Athletic Footwear,"33,00","3,70","1,70","0,47",Online,"0,11","0,01","0,01",Wyoming - Cheyenne,Otros,March
Kohl's,"1185732,00",2021-03-10,West,Wyoming,Cheyenne,Men's Apparel,"47,00","5,90","2,70","0,45",Online,"0,13","0,01","0,02",Wyoming - Cheyenne,Otros,March
Kohl's,"1185732,00",2021-03-10,West,Wyoming,Cheyenne,Women's Apparel,"37,00","6,10","2,30","0,37",Online,"0,16","0,02","0,01",Wyoming - Cheyenne,Otros,March
Kohl's,"1185732,00",2021-04-11,West,Wyoming,Cheyenne,Men's Street Footwear,"39,00","8,10","5,00","0,62",Online,"0,21","0,02","0,03",Wyoming - Cheyenne,Otros,April
Kohl's,"1185732,00",2021-04-11,West,Wyoming,Cheyenne,Men's Athletic Footwear,"39,00","5,50","2,50","0,45",Online,"0,14","0,01","0,02",Wyoming - Cheyenne,Otros,April
Kohl's,"1185732,00",2021-04-11,West,Wyoming,Cheyenne,Women's Street Footwear,"28,00","4,10","1,90","0,46",Online,"0,15","0,01","0,01",Wyoming - Cheyenne,Otros,April
Kohl's,"1185732,00",2021-04-11,West,Wyoming,Cheyenne,Women's Athletic Footwear,"33,00","3,90","1,80","0,47",Online,"0,12","0,01","0,01",Wyoming - Cheyenne,Otros,April
Kohl's,"1185732,00",2021-04-11,West,Wyoming,Cheyenne,Men's Apparel,"47,00","5,00","2,10","0,42",Online,"0,11","0,01","0,01",Wyoming - Cheyenne,Otros,April
Kohl's,"1185732,00",2021-04-11,West,Wyoming,Cheyenne,Women's Apparel,"36,00","5,40","1,90","0,35",Online,"0,15","0,01","0,01",Wyoming - Cheyenne,Otros,April
Kohl's,"1185732,00",2021-05-10,West,Wyoming,Cheyenne,Men's Street Footwear,"45,00","11,10","7,20","0,65",Online,"0,25","0,03","0,04",Wyoming - Cheyenne,Otros,May
Kohl's,"1185732,00",2021-05-10,West,Wyoming,Cheyenne,Men's Athletic Footwear,"41,00","6,20","2,50","0,40",Online,"0,15","0,02","0,02",Wyoming - Cheyenne,Otros,May
Kohl's,"1185732,00",2021-05-10,West,Wyoming,Cheyenne,Women's Street Footwear,"39,00","5,70","2,80","0,49",Online,"0,15","0,01","0,02",Wyoming - Cheyenne,Otros,May
Kohl's,"1185732,00",2021-05-10,West,Wyoming,Cheyenne,Women's Athletic Footwear,"39,00","5,10","2,60","0,50",Online,"0,13","0,01","0,02",Wyoming - Cheyenne,Otros,May
Kohl's,"1185732,00",2021-05-10,West,Wyoming,Cheyenne,Men's Apparel,"45,00","6,00","2,50","0,42",Online,"0,13","0,02","0,02",Wyoming - Cheyenne,Otros,May
Kohl's,"1185732,00",2021-05-10,West,Wyoming,Cheyenne,Women's Apparel,"52,00","8,10","3,20","0,40",Online,"0,16","0,02","0,02",Wyoming - Cheyenne,Otros,May
Kohl's,"1185732,00",2021-06-12,West,Wyoming,Cheyenne,Men's Street Footwear,"46,00","11,40","7,20","0,63",Online,"0,25","0,03","0,04",Wyoming - Cheyenne,Otros,June
Kohl's,"1185732,00",2021-06-12,West,Wyoming,Cheyenne,Men's Athletic Footwear,"42,00","7,10","2,90","0,41",Online,"0,17","0,02","0,02",Wyoming - Cheyenne,Otros,June
Kohl's,"1185732,00",2021-06-12,West,Wyoming,Cheyenne,Women's Street Footwear,"38,00","5,00","2,20","0,45",Online,"0,13","0,01","0,01",Wyoming - Cheyenne,Otros,June
Kohl's,"1185732,00",2021-06-12,West,Wyoming,Cheyenne,Women's Athletic Footwear,"38,00","5,30","2,50","0,47",Online,"0,14","0,01","0,02",Wyoming - Cheyenne,Otros,June
Kohl's,"1185732,00",2021-06-12,West,Wyoming,Cheyenne,Men's Apparel,"49,00","6,60","2,90","0,44",Online,"0,13","0,02","0,02",Wyoming - Cheyenne,Otros,June
Kohl's,"1185732,00",2021-06-12,West,Wyoming,Cheyenne,Women's Apparel,"50,00","8,20","3,00","0,37",Online,"0,16","0,02","0,02",Wyoming - Cheyenne,Otros,June
Kohl's,"1185732,00",2021-07-10,West,Wyoming,Cheyenne,Men's Street Footwear,"48,00","10,90","7,00","0,64",Online,"0,23","0,03","0,04",Wyoming - Cheyenne,Otros,July
Kohl's,"1185732,00",2021-07-10,West,Wyoming,Cheyenne,Men's Athletic Footwear,"44,00","7,20","3,10","0,43",Online,"0,16","0,02","0,02",Wyoming - Cheyenne,Otros,July
Kohl's,"1185732,00",2021-07-10,West,Wyoming,Cheyenne,Women's Street Footwear,"38,00","5,70","2,70","0,48",Online,"0,15","0,01","0,02",Wyoming - Cheyenne,Otros,July
Kohl's,"1185732,00",2021-07-10,West,Wyoming,Cheyenne,Women's Athletic Footwear,"39,00","5,80","2,80","0,47",Online,"0,15","0,01","0,02",Wyoming - Cheyenne,Otros,July
Kohl's,"1185732,00",2021-07-10,West,Wyoming,Cheyenne,Men's Apparel,"48,00","6,60","2,80","0,42",Online,"0,14","0,02","0,02",Wyoming - Cheyenne,Otros,July
Kohl's,"1185732,00",2021-07-10,West,Wyoming,Cheyenne,Women's Apparel,"51,00","10,00","3,60","0,36",Online,"0,20","0,03","0,02",Wyoming - Cheyenne,Otros,July
Kohl's,"1185732,00",2021-08-11,West,Wyoming,Cheyenne,Men's Street Footwear,"47,00","12,00","7,70","0,64",Online,"0,26","0,03","0,05",Wyoming - Cheyenne,Otros,August
Kohl's,"1185732,00",2021-08-11,West,Wyoming,Cheyenne,Men's Athletic Footwear,"43,00","7,00","2,90","0,41",Online,"0,16","0,02","0,02",Wyoming - Cheyenne,Otros,August
Kohl's,"1185732,00",2021-08-11,West,Wyoming,Cheyenne,Women's Street Footwear,"38,00","5,40","2,40","0,45",Online,"0,14","0,01","0,01",Wyoming - Cheyenne,Otros,August
Kohl's,"1185732,00",2021-08-11,West,Wyoming,Cheyenne,Women's Athletic Footwear,"38,00","5,60","2,70","0,49",Online,"0,15","0,01","0,02",Wyoming - Cheyenne,Otros,August
Kohl's,"1185732,00",2021-08-11,West,Wyoming,Cheyenne,Men's Apparel,"47,00","6,60","2,70","0,41",Online,"0,14","0,02","0,02",Wyoming - Cheyenne,Otros,August
Kohl's,"1185732,00",2021-08-11,West,Wyoming,Cheyenne,Women's Apparel,"52,00","10,20","4,10","0,40",Online,"0,20","0,03","0,03",Wyoming - Cheyenne,Otros,August
Kohl's,"1185732,00",2021-09-10,West,Wyoming,Cheyenne,Men's Street Footwear,"48,00","10,00","6,40","0,64",Online,"0,21","0,03","0,04",Wyoming - Cheyenne,Otros,September
Kohl's,"1185732,00",2021-09-10,West,Wyoming,Cheyenne,Men's Athletic Footwear,"44,00","6,60","2,80","0,43",Online,"0,15","0,02","0,02",Wyoming - Cheyenne,Otros,September
Kohl's,"1185732,00",2021-09-10,West,Wyoming,Cheyenne,Women's Street Footwear,"38,00","5,20","2,40","0,46",Online,"0,14","0,01","0,01",Wyoming - Cheyenne,Otros,September
Kohl's,"1185732,00",2021-09-10,West,Wyoming,Cheyenne,Women's Athletic Footwear,"38,00","5,10","2,50","0,49",Online,"0,13","0,01","0,02",Wyoming - Cheyenne,Otros,September
Kohl's,"1185732,00",2021-09-10,West,Wyoming,Cheyenne,Men's Apparel,"48,00","6,00","2,60","0,43",Online,"0,12","0,02","0,02",Wyoming - Cheyenne,Otros,September
Kohl's,"1185732,00",2021-09-10,West,Wyoming,Cheyenne,Women's Apparel,"52,00","9,00","3,60","0,40",Online,"0,17","0,02","0,02",Wyoming - Cheyenne,Otros,September
Kohl's,"1185732,00",2021-10-12,West,Wyoming,Cheyenne,Men's Street Footwear,"50,00","10,10","6,50","0,64",Online,"0,20","0,03","0,04",Wyoming - Cheyenne,Otros,October
Kohl's,"1185732,00",2021-10-12,West,Wyoming,Cheyenne,Men's Athletic Footwear,"44,00","7,70","3,10","0,40",Online,"0,18","0,02","0,02",Wyoming - Cheyenne,Otros,October
Kohl's,"1185732,00",2021-10-12,West,Wyoming,Cheyenne,Women's Street Footwear,"42,00","5,20","2,40","0,46",Online,"0,12","0,01","0,01",Wyoming - Cheyenne,Otros,October
Kohl's,"1185732,00",2021-10-12,West,Wyoming,Cheyenne,Women's Athletic Footwear,"41,00","4,90","2,20","0,46",Online,"0,12","0,01","0,01",Wyoming - Cheyenne,Otros,October
Kohl's,"1185732,00",2021-10-12,West,Wyoming,Cheyenne,Men's Apparel,"54,00","6,90","3,00","0,44",Online,"0,13","0,02","0,02",Wyoming - Cheyenne,Otros,October
Kohl's,"1185732,00",2021-10-12,West,Wyoming,Cheyenne,Women's Apparel,"55,00","8,20","3,10","0,37",Online,"0,15","0,02","0,02",Wyoming - Cheyenne,Otros,October
Kohl's,"1185732,00",2021-11-11,West,Wyoming,Cheyenne,Men's Street Footwear,"53,00","11,60","7,00","0,61",Online,"0,22","0,03","0,04",Wyoming - Cheyenne,Otros,November
Kohl's,"1185732,00",2021-11-11,West,Wyoming,Cheyenne,Men's Athletic Footwear,"42,00","7,00","3,00","0,43",Online,"0,17","0,02","0,02",Wyoming - Cheyenne,Otros,November
Kohl's,"1185732,00",2021-11-11,West,Wyoming,Cheyenne,Women's Street Footwear,"42,00","6,10","3,10","0,50",Online,"0,15","0,02","0,02",Wyoming - Cheyenne,Otros,November
Kohl's,"1185732,00",2021-11-11,West,Wyoming,Cheyenne,Women's Athletic Footwear,"42,00","5,70","2,80","0,49",Online,"0,14","0,01","0,02",Wyoming - Cheyenne,Otros,November
Kohl's,"1185732,00",2021-11-11,West,Wyoming,Cheyenne,Men's Apparel,"51,00","7,30","3,00","0,41",Online,"0,14","0,02","0,02",Wyoming - Cheyenne,Otros,November
Kohl's,"1185732,00",2021-11-11,West,Wyoming,Cheyenne,Women's Apparel,"55,00","8,90","3,50","0,39",Online,"0,16","0,02","0,02",Wyoming - Cheyenne,Otros,November
Kohl's,"1185732,00",2021-12-10,West,Wyoming,Cheyenne,Men's Street Footwear,"52,00","11,60","7,10","0,61",Online,"0,22","0,03","0,04",Wyoming - Cheyenne,Otros,December
Kohl's,"1185732,00",2021-12-10,West,Wyoming,Cheyenne,Men's Athletic Footwear,"44,00","7,40","3,00","0,41",Online,"0,17","0,02","0,02",Wyoming - Cheyenne,Otros,December
Foot Locker,"1185732,00",2021-12-10,West,Wyoming,Cheyenne,Women's Street Footwear,"44,00","7,30","3,30","0,46",Online,"0,17","0,02","0,02",Wyoming - Cheyenne,Otros,December
Foot Locker,"1185732,00",2021-12-10,West,Wyoming,Cheyenne,Women's Athletic Footwear,"44,00","5,90","2,90","0,49",Online,"0,13","0,01","0,02",Wyoming - Cheyenne,Otros,December
